Country,ds,final_prediction
Vanuatu,2016-01-01,76.87305685976682
Venezuela,2016-01-01,73.40690730921807
Vietnam,2016-01-01,82.48574402364562
Wallis and Futuna,2016-01-01,93.31879999118024
Albania,2017-01-01,74.52664605518153
Anguilla,2017-01-01,83.31022641832493
Armenia,2017-01-01,77.65812982463947
Azerbaijan,2017-01-01,70.31369220113531
Bahamas,2017-01-01,77.37555939054967
Bahrain,2017-01-01,69.37984987662765
Belize,2017-01-01,67.73319123459662
Bosnia and Herzegovina,2017-01-01,70.56309354898751
Brazil,2017-01-01,79.3249460074636
British Virgin Islands,2017-01-01,71.83793107161056
Brunei,2017-01-01,76.64110034413432
Cape Verde,2017-01-01,80.79685685949362
Cayman Islands,2017-01-01,76.65362892115148
Chile,2017-01-01,86.54157007191289
China,2017-01-01,80.83252745393284
Colombia,2017-01-01,74.4651926217122
Cook Islands,2017-01-01,62.23469450678511
Dominica,2017-01-01,64.66029469937635
Dominican Republic,2017-01-01,78.05750003403946
Ecuador,2017-01-01,85.46637889213382
Falkland Islands,2017-01-01,89.75285557555189
Fiji,2017-01-01,66.95937762682074
French Guiana,2017-01-01,77.053922651475
French Polynesia,2017-01-01,92.65639323617
Georgia,2017-01-01,72.8774713746265
Greenland,2017-01-01,65.74952045100528
Grenada,2017-01-01,74.05174872036363
Guadeloupe,2017-01-01,83.022647350587
Guam,2017-01-01,81.77294049339254
Guyana,2017-01-01,65.449519390607
Jamaica,2017-01-01,71.41090332499986
Jordan,2017-01-01,71.89883828532807
Kazakhstan,2017-01-01,67.42515631023596
Kosovo,2017-01-01,81.67913032474623
Kuwait,2017-01-01,78.1949024594856
Kyrgyzstan,2017-01-01,71.71621964610566
Lebanon,2017-01-01,94.48090887059624
Malaysia,2017-01-01,74.3500508507611
Mauritius,2017-01-01,78.86388277190184
Mayotte,2017-01-01,77.75209842252069
Mexico,2017-01-01,78.9897923141967
Micronesia (country),2017-01-01,74.1140536823111
Moldova,2017-01-01,66.99870478978247
Montserrat,2017-01-01,76.30978526398111
New Caledonia,2017-01-01,82.19710717080649
Niue,2017-01-01,64.52638023912624
North Korea,2017-01-01,45.44880001068208
North Macedonia,2017-01-01,72.92785273110519
Palestine,2017-01-01,83.86860071312427
Panama,2017-01-01,78.21697708573103
Paraguay,2017-01-01,77.66225915883831
Peru,2017-01-01,83.94526641970059
Philippines,2017-01-01,76.80055180297009
Qatar,2017-01-01,77.08278004366903
Reunion,2017-01-01,82.25448910477233
Russia,2017-01-01,60.414196205571784
Saint Kitts and Nevis,2017-01-01,77.51881627489891
Saint Lucia,2017-01-01,70.04191808316457
Saint Vincent and the Grenadines,2017-01-01,67.21749862972824
Samoa,2017-01-01,75.96869726668656
Saudi Arabia,2017-01-01,85.10834590228356
Seychelles,2017-01-01,77.05290335079334
South Korea,2017-01-01,74.63338881258964
Sri Lanka,2017-01-01,72.56052408931774
Suriname,2017-01-01,68.03829799807477
Syria,2017-01-01,73.52653929886822
Thailand,2017-01-01,80.02321257152957
Tokelau,2017-01-01,80.91261079550574
Tonga,2017-01-01,71.8108598773298
Trinidad and Tobago,2017-01-01,70.62220358823657
Tunisia,2017-01-01,82.91808712211416
Turkey,2017-01-01,82.86920387912961
Turkmenistan,2017-01-01,69.59718162796138
Turks and Caicos Islands,2017-01-01,79.34031152245176
United Arab Emirates,2017-01-01,76.81506535958891
Uzbekistan,2017-01-01,69.94901762160471
Vanuatu,2017-01-01,77.37430814923884
Venezuela,2017-01-01,73.42045903245031
Vietnam,2017-01-01,83.1843270501217
Wallis and Futuna,2017-01-01,94.61629479108646
Albania,2018-01-01,74.36291622373409
Anguilla,2018-01-01,83.82461072585559
Armenia,2018-01-01,78.19814235366725
Azerbaijan,2018-01-01,70.7335233304087
Bahamas,2018-01-01,77.78064059469578
Bahrain,2018-01-01,68.8184153489055
Belize,2018-01-01,67.547881467031
Bosnia and Herzegovina,2018-01-01,70.41970295901137
Brazil,2018-01-01,79.9636127907663
British Virgin Islands,2018-01-01,71.60273708807334
Brunei,2018-01-01,76.76558369859619
Cape Verde,2018-01-01,81.59893053051303
Cayman Islands,2018-01-01,76.83607762924902
Chile,2018-01-01,87.17568741701172
China,2018-01-01,81.33444712359666
Colombia,2018-01-01,74.65149915905982
Cook Islands,2018-01-01,61.67038126999756
Dominica,2018-01-01,64.09728078006488
Dominican Republic,2018-01-01,78.56503816667032
Ecuador,2018-01-01,86.29540609621401
Falkland Islands,2018-01-01,91.41617092996792
Fiji,2018-01-01,67.00037758726297
French Guiana,2018-01-01,77.2697122589909
French Polynesia,2018-01-01,93.59639857168514
Georgia,2018-01-01,73.110216378065
Greenland,2018-01-01,65.65343720887275
Grenada,2018-01-01,74.14244021954407
Guadeloupe,2018-01-01,83.36247471114758
Guam,2018-01-01,82.22685470057226
Guyana,2018-01-01,65.57551419951974
Jamaica,2018-01-01,71.40256851340624
Jordan,2018-01-01,71.80238112383454
Kazakhstan,2018-01-01,67.64210725448419
Kosovo,2018-01-01,82.2539663762738
Kuwait,2018-01-01,78.21875471934419
Kyrgyzstan,2018-01-01,72.1453724930523
Lebanon,2018-01-01,96.10014114710594
Malaysia,2018-01-01,74.37058185722891
Mauritius,2018-01-01,79.31934358430244
Mayotte,2018-01-01,77.84070924831956
Mexico,2018-01-01,79.33264679659275
Micronesia (country),2018-01-01,74.39510171891858
Moldova,2018-01-01,67.03771294968274
Montserrat,2018-01-01,76.37195186314707
New Caledonia,2018-01-01,82.740879270287
Niue,2018-01-01,64.31630272027847
North Korea,2018-01-01,43.980768587634124
North Macedonia,2018-01-01,72.85592692372592
Palestine,2018-01-01,84.68519397356893
Panama,2018-01-01,78.49755959316394
Paraguay,2018-01-01,78.22697909675423
Peru,2018-01-01,84.88238532243852
Philippines,2018-01-01,77.3658888926849
Qatar,2018-01-01,77.14791633120687
Reunion,2018-01-01,82.61970242881225
Russia,2018-01-01,60.09908089212317
Saint Kitts and Nevis,2018-01-01,78.09947071745837
Saint Lucia,2018-01-01,69.88294602952357
Saint Vincent and the Grenadines,2018-01-01,66.80547178358856
Samoa,2018-01-01,76.29576667461829
Saudi Arabia,2018-01-01,85.83636323462895
Seychelles,2018-01-01,77.45248722098134
South Korea,2018-01-01,74.4557586929718
Sri Lanka,2018-01-01,72.58866358241093
Suriname,2018-01-01,68.21533075061733
Syria,2018-01-01,73.59224330071757
Thailand,2018-01-01,80.43290488893625
Tokelau,2018-01-01,81.53503863955063
Tonga,2018-01-01,71.99989550727742
Trinidad and Tobago,2018-01-01,70.70805465586358
Tunisia,2018-01-01,83.39478516137264
Turkey,2018-01-01,83.59374920957202
Turkmenistan,2018-01-01,69.90058743148472
Turks and Caicos Islands,2018-01-01,79.68319704299205
United Arab Emirates,2018-01-01,76.82838300675797
Uzbekistan,2018-01-01,70.2316847430885
Vanuatu,2018-01-01,77.87961953146022
Venezuela,2018-01-01,73.42847266773144
Vietnam,2018-01-01,83.89431672326764
Wallis and Futuna,2018-01-01,95.9339951073353
Albania,2019-01-01,74.18558062257364
Anguilla,2019-01-01,84.34667417979429
Armenia,2019-01-01,78.75092623359949
Azerbaijan,2019-01-01,71.16316300047377
Bahamas,2019-01-01,78.19493544186886
Bahrain,2019-01-01,68.23037915406532
Belize,2019-01-01,67.35386625947893
Bosnia and Herzegovina,2019-01-01,70.26874814687322
Brazil,2019-01-01,80.61210194302743
British Virgin Islands,2019-01-01,71.35518581050059
Brunei,2019-01-01,76.88670487402558
Cape Verde,2019-01-01,82.41428303899204
Cayman Islands,2019-01-01,77.01825342808655
Chile,2019-01-01,87.81805451743084
China,2019-01-01,81.83841171402439
Colombia,2019-01-01,74.83716859765714
Cook Islands,2019-01-01,61.08458937945729
Dominica,2019-01-01,63.514365191199325
Dominican Republic,2019-01-01,79.07722908334821
Ecuador,2019-01-01,87.13741565612663
Falkland Islands,2019-01-01,93.11779782939857
Fiji,2019-01-01,67.04043572774651
French Guiana,2019-01-01,77.48425324753227
French Polynesia,2019-01-01,94.55193673584137
Georgia,2019-01-01,73.34789201855929
Greenland,2019-01-01,65.55198699012202
Grenada,2019-01-01,74.23188317139852
Guadeloupe,2019-01-01,83.70315999123544
Guam,2019-01-01,82.68762961297416
Guyana,2019-01-01,65.70441363993693
Jamaica,2019-01-01,71.39281964637671
Jordan,2019-01-01,71.69450211154478
Kazakhstan,2019-01-01,67.86505611232717
Kosovo,2019-01-01,82.84032558962247
Kuwait,2019-01-01,78.23475609126251
Kyrgyzstan,2019-01-01,72.58333001320285
Lebanon,2019-01-01,97.75969485326183
Malaysia,2019-01-01,74.38477956332173
Mauritius,2019-01-01,79.7803716309694
Mayotte,2019-01-01,77.9219328238315
Mexico,2019-01-01,79.67602990186104
Micronesia (country),2019-01-01,74.67867321683802
Moldova,2019-01-01,67.07817127587928
Montserrat,2019-01-01,76.42827358998358
New Caledonia,2019-01-01,83.2910038719492
Niue,2019-01-01,64.100221770899
North Korea,2019-01-01,42.46865124939799
North Macedonia,2019-01-01,72.77555203480921
Palestine,2019-01-01,85.51305948267414
Panama,2019-01-01,78.7810944500239
Paraguay,2019-01-01,78.80462278200307
Peru,2019-01-01,85.83536305464007
Philippines,2019-01-01,77.94331466608722
Qatar,2019-01-01,77.2086572678747
Reunion,2019-01-01,82.98544881793339
Russia,2019-01-01,59.77998765215443
Saint Kitts and Nevis,2019-01-01,78.69189851851417
Saint Lucia,2019-01-01,69.71429146485946
Saint Vincent and the Grenadines,2019-01-01,66.37804308232508
Samoa,2019-01-01,76.62497787212976
Saudi Arabia,2019-01-01,86.57021454872692
Seychelles,2019-01-01,77.85619059518957
South Korea,2019-01-01,74.26139477201242
Sri Lanka,2019-01-01,72.61424572443634
Suriname,2019-01-01,68.3952700691747
Syria,2019-01-01,73.65167884411376
Thailand,2019-01-01,80.84309709815366
Tokelau,2019-01-01,82.16931177721838
Tonga,2019-01-01,72.1914113228234
Trinidad and Tobago,2019-01-01,70.79523215277133
Tunisia,2019-01-01,83.86912309797312
Turkey,2019-01-01,84.32829946943349
Turkmenistan,2019-01-01,70.20877914202836
Turks and Caicos Islands,2019-01-01,80.0273163512607
United Arab Emirates,2019-01-01,76.83002917964384
Uzbekistan,2019-01-01,70.5206469762795
Vanuatu,2019-01-01,78.38960246964413
Venezuela,2019-01-01,73.43155967827464
Vietnam,2019-01-01,84.61632450629665
Wallis and Futuna,2019-01-01,97.27251240313997
Albania,2020-01-01,73.99463925170014
Anguilla,2020-01-01,84.87641678014101
Armenia,2020-01-01,79.3164814644361
Azerbaijan,2020-01-01,71.60261121133048
Bahamas,2020-01-01,78.61844393206886
Bahrain,2020-01-01,67.61574129210705
Belize,2020-01-01,67.15114561194036
Bosnia and Herzegovina,2020-01-01,70.11022911257302
Brazil,2020-01-01,81.27041346424694
British Virgin Islands,2020-01-01,71.09527723889227
Brunei,2020-01-01,77.00446387042247
Cape Verde,2020-01-01,83.24291438493059
Cayman Islands,2020-01-01,77.20015631766408
Chile,2020-01-01,88.46867137317018
China,2020-01-01,82.34442122521598
Colombia,2020-01-01,75.02220093750414
Cook Islands,2020-01-01,60.477318835164255
Dominica,2020-01-01,62.91154793277963
Dominican Republic,2020-01-01,79.59407278407309
Ecuador,2020-01-01,87.99240757187162
Falkland Islands,2020-01-01,94.85773627384381
Fiji,2020-01-01,67.07955204827132
French Guiana,2020-01-01,77.69754561709907
French Polynesia,2020-01-01,95.52300772863862
Georgia,2020-01-01,73.59049829610932
Greenland,2020-01-01,65.44516979475303
Grenada,2020-01-01,74.32007757592693
Guadeloupe,2020-01-01,84.04470319085048
Guam,2020-01-01,83.1552652305982
Guyana,2020-01-01,65.83621771185854
Jamaica,2020-01-01,71.38165672391125
Jordan,2020-01-01,71.57520124845877
Kazakhstan,2020-01-01,68.09400288376486
Kosovo,2020-01-01,83.43820796479218
Kuwait,2020-01-01,78.24290657524055
Kyrgyzstan,2020-01-01,73.03009220655726
Lebanon,2020-01-01,99.45956998906382
Malaysia,2020-01-01,74.39264396903951
Mauritius,2020-01-01,80.24696691190266
Mayotte,2020-01-01,77.99576914905646
Mexico,2020-01-01,80.01994163000153
Micronesia (country),2020-01-01,74.96476817606937
Moldova,2020-01-01,67.12007976837204
Montserrat,2020-01-01,76.47875044449057
New Caledonia,2020-01-01,83.84748097579309
Niue,2020-01-01,63.87813739098775
North Korea,2020-01-01,40.91244799597365
North Macedonia,2020-01-01,72.686728064355
Palestine,2020-01-01,86.35219724043985
Panama,2020-01-01,79.06758165631086
Paraguay,2020-01-01,79.39519021458474
Peru,2020-01-01,86.80419961630518
Philippines,2020-01-01,78.532829123177
Qatar,2020-01-01,77.26500285367247
Reunion,2020-01-01,83.35172827213573
Russia,2020-01-01,59.456916485665545
Saint Kitts and Nevis,2020-01-01,79.29609967806621
Saint Lucia,2020-01-01,69.53595438917218
Saint Vincent and the Grenadines,2020-01-01,65.93521252593777
Samoa,2020-01-01,76.95633085922094
Saudi Arabia,2020-01-01,87.30989984457742
Seychelles,2020-01-01,78.26401347341796
South Korea,2020-01-01,74.05029704971147
Sri Lanka,2020-01-01,72.63727051539395
Suriname,2020-01-01,68.57811595374685
Syria,2020-01-01,73.70484592905677
Thailand,2020-01-01,81.25378919918177
Tokelau,2020-01-01,82.81543020850896
Tonga,2020-01-01,72.38540732396771
Trinidad and Tobago,2020-01-01,70.88373607895983
Tunisia,2020-01-01,84.34110093191555
Turkey,2020-01-01,85.07285465871395
Turkmenistan,2020-01-01,70.52175675959222
Turks and Caicos Islands,2020-01-01,80.37266944725764
United Arab Emirates,2020-01-01,76.8200038782465
Uzbekistan,2020-01-01,70.81590432117771
Vanuatu,2020-01-01,78.90425696379054
Venezuela,2020-01-01,73.42972006407986
Vietnam,2020-01-01,85.3503503992087
Wallis and Futuna,2020-01-01,98.63184667850041
Albania,2021-01-01,73.79070357432683
Anguilla,2021-01-01,85.41444999010896
Armenia,2021-01-01,79.89541950939031
Azerbaijan,2021-01-01,72.05247942619204
Bahamas,2021-01-01,79.051777528509
Bahrain,2021-01-01,66.97511322624392
Belize,2021-01-01,66.9403309876285
Bosnia and Herzegovina,2021-01-01,69.94475731932395
Brazil,2021-01-01,81.93915881763806
British Virgin Islands,2021-01-01,70.82362283646158
Brunei,2021-01-01,77.11947215100005
Cape Verde,2021-01-01,84.08543603154189
Cayman Islands,2021-01-01,77.38239776119478
Chile,2021-01-01,89.128149447443
China,2021-01-01,82.85308712038464
Colombia,2021-01-01,75.20720764181401
Cook Islands,2021-01-01,59.84918110033168
Dominica,2021-01-01,62.28944046801902
Dominican Republic,2021-01-01,80.11618073205818
Ecuador,2021-01-01,88.86099330666222
Falkland Islands,2021-01-01,96.63659772651687
Fiji,2021-01-01,67.11833801205063
French Guiana,2021-01-01,77.91020083090451
French Polynesia,2021-01-01,96.51022301329014
Georgia,2021-01-01,73.8386466739283
Greenland,2021-01-01,65.33359708597902
Grenada,2021-01-01,74.40763489634254
Guadeloupe,2021-01-01,84.38771577320595
Guam,2021-01-01,83.63037301665761
Guyana,2021-01-01,65.97153787849776
Jamaica,2021-01-01,71.36969120922309
Jordan,2021-01-01,71.44508999778971
Kazakhstan,2021-01-01,68.32955903201047
Kosovo,2021-01-01,84.04822496499617
Kuwait,2021-01-01,78.24381763449153
Kyrgyzstan,2021-01-01,73.48627053632872
Lebanon,2021-01-01,101.20037801772516
Malaysia,2021-01-01,74.39478653759548
Mauritius,2021-01-01,80.71974089031546
Mayotte,2021-01-01,78.06282968720764
Mexico,2021-01-01,80.36499344422741
Micronesia (country),2021-01-01,75.25399805982586
Moldova,2021-01-01,67.16404989037422
Montserrat,2021-01-01,76.52399388988128
New Caledonia,2021-01-01,84.41092204503187
Niue,2021-01-01,63.650661043757964
North Korea,2021-01-01,39.312770290574285
North Macedonia,2021-01-01,72.59006647557652
Palestine,2021-01-01,87.20321871007928
Panama,2021-01-01,79.35763267523804
Paraguay,2021-01-01,79.9992928577125
Peru,2021-01-01,87.78950647064708
Philippines,2021-01-01,79.13504372716746
Qatar,2021-01-01,77.3175645518134
Reunion,2021-01-01,83.71915225463249
Russia,2021-01-01,59.13047885586971
Saint Kitts and Nevis,2021-01-01,79.91268565932776
Saint Lucia,2021-01-01,69.34854626567497
Saint Vincent and the Grenadines,2021-01-01,65.47759157763984
Samoa,2021-01-01,77.29043709910502
Saudi Arabia,2021-01-01,88.05603058539364
Seychelles,2021-01-01,78.67656731887973
South Korea,2021-01-01,73.82307698928217
Sri Lanka,2021-01-01,72.65834941849698
Suriname,2021-01-01,68.764479867547
Syria,2021-01-01,73.7523560187598
Thailand,2021-01-01,81.66559265523377
Tokelau,2021-01-01,83.47400539663558
Tonga,2021-01-01,72.58249497392357
Trinidad and Tobago,2021-01-01,70.97417789764225
Tunisia,2021-01-01,84.81133012641315
Turkey,2021-01-01,85.82802624062664
Turkmenistan,2021-01-01,70.84013174738953
Turks and Caicos Islands,2021-01-01,80.71986779419609
United Arab Emirates,2021-01-01,76.79891856577915
Uzbekistan,2021-01-01,71.11806824099634
Vanuatu,2021-01-01,79.42419447711265
Venezuela,2021-01-01,73.42356528836034
Vietnam,2021-01-01,86.09700586521697
Wallis and Futuna,2021-01-01,100.01260939662984
